NMT;anio;mes;dia;tipo;LAEQ;LAS01;LAS10;LAS50;LAS90;LAS99
31;2020;5;25;N;47,3;55,5;46,7;42,4;35,6;34,3
47;2020;5;25;N;49,9;59,6;52,3;41,0;35,0;33,3
48;2020;5;25;N;51,0;59,3;54,8;47,5;44,4;40,2
50;2020;5;25;N;57,2;66,4;60,1;51,7;45,5;42,3
54;2020;5;25;N;49,7;60,9;53,5;40,1;33,0;31,2
55;2020;5;25;N;52,8;58,9;57,9;44,9;39,4;38,0
86;2020;5;25;N;49,4;61,3;51,4;42,3;37,3;36,2
1;2020;5;26;T;64,0;70,8;68,1;59,9;47,6;40,7
2;2020;5;26;T;66,6;73,8;68,8;64,0;54,6;47,6
3;2020;5;26;T;61,0;71,0;64,3;56,6;46,1;41,2
5;2020;5;26;T;59,0;66,8;61,4;56,5;44,8;38,8
6;2020;5;26;T;65,9;74,7;68,9;62,3;48,5;40,1
8;2020;5;26;T;63,7;71,0;66,5;61,2;53,0;48,8
10;2020;5;26;T;61,1;70,6;65,1;56,8;44,4;42,2
11;2020;5;26;T;70,9;86,9;68,6;62,9;44,2;39,6
12;2020;5;26;T;61,0;68,9;63,2;58,7;48,0;39,4
13;2020;5;26;T;56,4;64,9;58,4;51,9;43,3;39,7
14;2020;5;26;T;62,4;70,3;64,8;60,9;52,0;43,7
16;2020;5;26;T;59,1;68,3;62,6;55,3;39,0;35,5
17;2020;5;26;T;58,0;68,4;61,1;53,4;39,8;37,5
18;2020;5;26;T;56,4;68,8;57,9;50,1;40,8;39,2
19;2020;5;26;T;60,4;68,6;61,7;54,6;41,7;33,2
20;2020;5;26;T;59,8;70,9;62,0;56,1;41,1;37,7
24;2020;5;26;T;48,2;58,4;49,4;44,6;42,4;41,4
25;2020;5;26;T;65,9;70,8;68,5;65,8;56,9;48,4
26;2020;5;26;T;56,7;65,9;60,5;52,7;43,4;38,3
27;2020;5;26;T;58,3;70,1;61,6;49,3;39,9;35,3
28;2020;5;26;T;64,4;72,9;68,4;59,7;37,0;35,0
29;2020;5;26;T;56,5;65,5;59,7;50,3;35,9;34,2
30;2020;5;26;T;57,4;65,3;59,8;54,9;42,3;38,9
31;2020;5;26;T;58,3;69,8;62,0;50,9;42,2;38,6
47;2020;5;26;T;55,2;67,5;55,8;50,2;39,0;35,9
48;2020;5;26;T;57,9;66,7;60,4;56,2;46,9;39,6
50;2020;5;26;T;62,9;69,6;65,0;60,6;50,1;44,5
54;2020;5;26;T;58,4;67,0;61,1;55,4;43,6;41,2
55;2020;5;26;T;59,0;68,9;56,3;50,4;43,0;38,8
86;2020;5;26;T;54,3;64,0;58,0;49,5;39,7;38,0
1;2020;5;26;D;65,5;71,6;68,9;63,3;56,4;53,3
2;2020;5;26;D;67,8;74,5;69,7;66,2;61,6;58,5
3;2020;5;26;D;62,9;71,9;66,6;58,8;54,0;50,1
5;2020;5;26;D;60,1;67,2;61,9;58,0;54,3;51,5
6;2020;5;26;D;67,4;75,8;69,9;64,2;59,7;55,8
8;2020;5;26;D;64,8;71,6;67,3;62,9;59,1;55,9
10;2020;5;26;D;63,0;71,4;66,7;59,6;54,1;50,6
11;2020;5;26;D;66,7;73,4;69,1;65,2;59,7;55,1
12;2020;5;26;D;62,3;70,4;63,9;60,2;56,7;54,2
13;2020;5;26;D;58,0;66,3;59,7;54,1;49,3;46,1
14;2020;5;26;D;63,8;71,9;65,5;62,2;59,4;57,3
16;2020;5;26;D;60,9;69,9;63,9;58,4;49,9;45,1
17;2020;5;26;D;58,7;68,4;61,6;55,0;50,5;47,7
18;2020;5;26;D;58,5;71,2;60,1;52,5;47,3;44,1
19;2020;5;26;D;61,0;69,5;63,1;57,0;52,4;49,7
20;2020;5;26;D;60,8;70,4;62,8;57,8;54,3;50,2
24;2020;5;26;D;50,3;60,4;51,7;45,9;43,9;42,4
25;2020;5;26;D;67,4;71,4;69,1;67,1;65,1;63,1
26;2020;5;26;D;58,5;66,5;61,9;54,9;51,3;48,4
27;2020;5;26;D;59,7;70,8;63,9;51,3;46,6;42,6
28;2020;5;26;D;66,1;73,6;69,6;63,1;55,6;50,0
29;2020;5;26;D;57,8;66,4;60,7;52,9;46,7;42,6
30;2020;5;26;D;59,1;66,2;60,8;56,3;52,6;48,5
31;2020;5;26;D;59,8;70,3;64,3;52,6;47,9;45,1
47;2020;5;26;D;55,5;66,7;56,3;51,3;46,8;43,6
48;2020;5;26;D;58,7;66,0;60,7;57,3;54,4;52,1
50;2020;5;26;D;64,7;70,4;65,8;62,3;58,5;55,8
54;2020;5;26;D;60,1;68,8;62,2;57,5;53,1;49,1
55;2020;5;26;D;61,6;73,4;58,0;51,5;48,0;45,5
86;2020;5;26;D;55,4;64,5;58,9;51,9;46,9;44,5
1;2020;5;26;E;63,8;70,4;67,8;60,6;54,4;50,8
2;2020;5;26;E;67,7;74,3;68,4;64,0;59,7;56,8
3;2020;5;26;E;60,2;67,4;62,0;57,7;54,9;52,7
5;2020;5;26;E;60,6;69,0;62,8;58,4;53,9;49,5
6;2020;5;26;E;66,4;74,5;69,2;63,6;59,2;55,8
8;2020;5;26;E;63,9;71,7;66,8;61,6;57,3;54,3
10;2020;5;26;E;61,1;70,1;64,7;57,9;52,6;48,5
11;2020;5;26;E;77,7;88,6;85,1;64,7;59,1;55,8
12;2020;5;26;E;61,4;68,4;63,6;59,9;56,9;54,0
13;2020;5;26;E;57,0;64,6;58,7;53,8;49,0;46,1
14;2020;5;26;E;62,6;69,4;64,5;61,2;58,4;56,4
16;2020;5;26;E;58,6;65,4;61,8;56,4;47,8;42,4
17;2020;5;26;E;61,4;71,3;64,9;57,2;51,4;47,4
18;2020;5;26;E;56,0;65,9;58,1;51,6;46,2;44,2
19;2020;5;26;E;61,2;68,3;61,0;55,6;50,8;48,1
20;2020;5;26;E;62,3;71,9;66,2;57,0;51,0;46,8
24;2020;5;26;E;45,4;51,0;46,9;44,7;43,2;42,0
25;2020;5;26;E;65,7;69,1;67,4;65,4;63,1;61,0
26;2020;5;26;E;55,4;64,0;59,3;51,9;48,1;45,0
27;2020;5;26;E;59,3;71,1;62,5;50,8;45,7;42,2
28;2020;5;26;E;64,6;72,5;68,1;60,9;52,9;46,6
29;2020;5;26;E;58,6;67,5;60,7;53,4;46,2;41,6
30;2020;5;26;E;58,3;65,1;60,4;56,3;53,6;51,6
31;2020;5;26;E;59,9;70,6;63,9;53,5;49,7;47,1
47;2020;5;26;E;58,3;70,9;58,6;52,2;45,3;42,4
48;2020;5;26;E;60,1;69,2;62,4;57,9;53,8;51,1
50;2020;5;26;E;63,0;69,8;65,2;61,6;57,9;55,1
54;2020;5;26;E;59,1;68,0;61,0;56,6;52,2;48,2
55;2020;5;26;E;54,2;61,3;56,3;52,6;50,0;48,2
86;2020;5;26;E;56,2;65,3;59,5;51,6;46,2;43,2
1;2020;5;26;N;60,1;67,9;63,0;52,0;43,1;39,5
2;2020;5;26;N;62,5;70,2;65,6;57,6;50,3;45,6
3;2020;5;26;N;55,0;65,4;57,6;47,9;43,8;40,0
5;2020;5;26;N;53,0;61,3;55,9;47,6;40,9;37,9
6;2020;5;26;N;61,4;70,8;63,1;53,4;42,8;38,7
8;2020;5;26;N;60,9;68,6;62,4;55,0;50,4;48,0
10;2020;5;26;N;54,6;66,3;56,8;46,4;42,7;42,1
11;2020;5;26;N;58,0;68,5;62,3;49,8;40,7;39,2
12;2020;5;26;N;56,1;63,9;58,8;51,6;42,1;37,5
13;2020;5;26;N;48,7;58,9;51,2;44,7;40,9;39,0
14;2020;5;26;N;58,6;66,9;61,9;55,2;48,0;41,6
16;2020;5;26;N;53,0;63,6;57,8;42,3;36,6;35,0
17;2020;5;26;N;49,7;58,9;52,9;41,9;38,3;37,1
18;2020;5;26;N;47,7;57,5;51,4;42,0;39,7;39,0
19;2020;5;26;N;52,7;63,5;55,7;45,7;36,8;31,3
20;2020;5;26;N;53,3;63,9;55,3;43,8;38,7;37,2
24;2020;5;26;N;43,3;47,5;44,7;42,8;42,1;41,1
25;2020;5;26;N;62,1;68,6;66,1;60,3;51,3;46,9
26;2020;5;26;N;52,6;64,3;54,5;46,2;39,9;37,4
27;2020;5;26;N;52,9;66,3;53,1;42,8;36,7;34,7
28;2020;5;26;N;58,1;70,4;61,4;41,9;35,5;34,4
29;2020;5;26;N;48,0;60,5;50,2;38,0;34,7;34,1
30;2020;5;26;N;49,9;60,6;52,2;44,4;39,8;38,3
31;2020;5;26;N;50,8;63,0;50,7;44,3;39,8;37,9
47;2020;5;26;N;50,6;61,7;52,8;41,2;37,0;35,3
48;2020;5;26;N;54,5;64,3;56,3;49,1;44,3;38,2
50;2020;5;26;N;57,1;65,0;60,6;53,2;46,5;43,5
54;2020;5;26;N;51,7;62,1;54,8;45,6;42,2;40,6
55;2020;5;26;N;48,2;57,9;50,4;44,5;39,8;38,3
86;2020;5;26;N;49,0;60,8;51,1;41,6;38,4;37,3
1;2020;5;27;T;63,8;70,7;67,4;61,0;48,7;42,0
2;2020;5;27;T;66,5;72,8;68,5;63,9;54,6;48,2
3;2020;5;27;T;59,1;68,8;62,3;56,1;45,6;39,7
5;2020;5;27;T;58,9;66,1;61,4;56,7;45,6;37,9
6;2020;5;27;T;65,6;75,0;68,8;62,2;49,0;38,8
8;2020;5;27;T;63,2;70,5;66,2;61,2;54,4;50,3
10;2020;5;27;T;62,3;70,6;65,0;57,4;45,0;42,2
11;2020;5;27;T;72,5;88,8;68,8;63,2;42,9;37,6
12;2020;5;27;T;62,0;71,6;63,8;59,1;48,3;39,2
13;2020;5;27;T;58,1;71,0;59,6;52,8;41,5;36,6
14;2020;5;27;T;63,1;69,9;64,9;61,1;51,3;43,1
16;2020;5;27;T;57,9;65,0;61,5;55,0;36,8;34,2
17;2020;5;27;T;57,5;67,2;60,1;53,1;39,7;35,8
18;2020;5;27;T;54,2;64,0;57,3;50,0;40,6;39,1
19;2020;5;27;T;60,0;69,4;61,6;54,2;37,7;31,2
20;2020;5;27;T;58,5;67,9;61,6;54,5;39,7;35,6
24;2020;5;27;T;47,5;54,6;50,6;45,4;42,7;41,4
25;2020;5;27;T;65,5;70,5;68,1;65,4;55,9;47,2
26;2020;5;27;T;57,4;65,5;60,4;53,4;42,4;37,1
27;2020;5;27;T;58,6;70,1;62,0;49,8;38,7;33,2
28;2020;5;27;T;64,5;73,2;68,5;59,5;38,5;35,1
29;2020;5;27;T;56,0;64,3;59,5;51,1;36,2;34,2
30;2020;5;27;T;57,3;66,0;60,5;55,4;41,5;38,3
31;2020;5;27;T;58,1;69,8;61,6;49,1;41,7;37,5
47;2020;5;27;T;55,7;67,3;55,8;50,5;38,2;34,9
48;2020;5;27;T;59,8;71,4;60,8;56,2;46,3;39,3
50;2020;5;27;T;62,5;69,0;64,7;60,4;50,8;45,0
54;2020;5;27;T;57,0;64,8;60,4;54,8;42,0;38,4
55;2020;5;27;T;54,2;62,7;56,1;50,2;43,0;38,4
86;2020;5;27;T;57,5;68,7;59,6;50,4;40,0;38,1
1;2020;5;27;D;65,1;71,0;68,0;63,7;57,7;54,2
2;2020;5;27;D;67,8;74,0;69,1;65,7;61,3;58,0
3;2020;5;27;D;60,4;69,2;63,5;58,0;53,5;50,3
5;2020;5;27;D;60,2;66,0;62,0;58,2;54,9;52,3
6;2020;5;27;D;67,1;76,0;69,9;64,2;59,7;56,2
8;2020;5;27;D;64,5;71,0;66,9;62,7;59,0;56,1
10;2020;5;27;D;64,2;71,3;66,4;59,5;54,5;50,6
11;2020;5;27;D;67,3;74,6;69,4;65,3;59,9;55,5
12;2020;5;27;D;63,1;73,3;64,6;60,7;57,2;54,3
13;2020;5;27;D;60,0;72,0;60,9;55,1;50,2;47,5
14;2020;5;27;D;64,6;71,2;65,6;62,3;59,5;57,4
16;2020;5;27;D;59,2;65,3;62,0;57,5;49,5;44,6
17;2020;5;27;D;57,7;66,0;59,7;54,3;50,1;47,1
18;2020;5;27;D;55,3;64,2;58,2;51,9;47,1;44,5
19;2020;5;27;D;61,8;70,7;63,0;56,5;51,8;49,1
20;2020;5;27;D;59,3;67,0;61,8;56,4;51,8;48,3
24;2020;5;27;D;48,9;55,7;51,6;47,0;44,2;43,0
25;2020;5;27;D;67,0;70,9;68,7;66,6;64,5;62,5
26;2020;5;27;D;58,7;65,9;61,7;55,0;51,4;48,5
27;2020;5;27;D;60,0;71,0;64,2;51,5;47,1;43,2
28;2020;5;27;D;66,4;74,0;69,8;63,2;55,8;50,3
29;2020;5;27;D;57,3;65,0;60,6;53,8;47,4;42,6
30;2020;5;27;D;58,5;66,6;61,2;56,5;52,2;48,4
31;2020;5;27;D;59,4;70,5;63,7;51,2;46,9;44,6
47;2020;5;27;D;57,0;68,1;56,0;51,6;47,0;44,1
48;2020;5;27;D;61,7;75,0;61,6;57,4;54,3;51,6
50;2020;5;27;D;63,8;69,6;65,3;61,9;58,3;55,7
54;2020;5;27;D;58,3;65,0;61,2;56,7;52,3;49,0
55;2020;5;27;D;54,6;62,9;56,8;51,1;47,8;45,2
86;2020;5;27;D;59,6;71,3;61,9;53,5;47,3;44,9
1;2020;5;27;E;64,7;71,0;67,4;62,0;54,9;50,3
2;2020;5;27;E;67,3;73,8;68,5;64,2;60,0;57,4
3;2020;5;27;E;59,2;67,7;61,5;57,3;54,5;52,6
5;2020;5;27;E;60,2;68,8;62,5;58,2;53,4;50,0
6;2020;5;27;E;66,1;75,0;68,8;63,1;58,1;53,3
8;2020;5;27;E;63,5;70,9;66,4;61,6;57,2;54,2
10;2020;5;27;E;62,0;70,6;64,9;58,9;54,4;51,4
11;2020;5;27;E;79,6;91,5;75,6;65,0;59,7;56,5
12;2020;5;27;E;64,5;73,7;64,5;60,5;57,4;55,1
13;2020;5;27;E;57,9;65,6;59,8;54,9;49,6;46,2
14;2020;5;27;E;63,5;71,3;65,2;61,9;58,8;56,3
16;2020;5;27;E;59,0;65,7;61,9;56,6;48,5;43,4
17;2020;5;27;E;61,3;70,7;64,3;58,0;53,3;47,5
18;2020;5;27;E;56,0;65,9;58,6;51,7;47,2;45,1
19;2020;5;27;E;60,5;69,6;62,2;55,5;50,2;47,0
20;2020;5;27;E;61,5;69,0;66,2;57,0;50,6;45,2
24;2020;5;27;E;47,3;53,5;49,6;46,1;44,2;42,4
25;2020;5;27;E;65,9;70,2;67,5;65,5;63,1;60,5
26;2020;5;27;E;58,5;66,5;60,6;54,2;50,9;48,2
27;2020;5;27;E;58,9;69,9;62,4;50,6;45,2;41,9
28;2020;5;27;E;64,1;72,5;67,8;60,4;52,2;47,5
29;2020;5;27;E;57,9;65,6;59,3;53,0;46,3;41,5
30;2020;5;27;E;59,5;67,4;61,5;57,9;55,6;54,1
31;2020;5;27;E;60,1;70,5;63,5;51,8;46,8;43,0
47;2020;5;27;E;56,3;67,9;57,3;52,8;47,4;44,2
48;2020;5;27;E;59,5;68,3;61,9;57,5;53,8;49,6
50;2020;5;27;E;63,1;69,8;65,1;61,5;57,4;54,1
54;2020;5;27;E;58,5;67,0;61,2;56,4;51,7;46,6
55;2020;5;27;E;56,9;66,7;57,6;52,8;49,3;47,4
86;2020;5;27;E;56,1;64,8;59,0;52,6;46,8;43,9
1;2020;5;27;N;59,0;68,3;63,6;52,8;44,2;39,8
2;2020;5;27;N;61,7;70,3;65,6;57,6;51,0;45,8
3;2020;5;27;N;55,9;64,9;57,4;47,8;42,9;38,8
5;2020;5;27;N;54,1;61,8;56,8;48,5;41,0;36,8
6;2020;5;27;N;60,2;69,8;62,9;53,2;42,8;37,4
8;2020;5;27;N;59,6;68,7;62,8;56,8;51,9;49,4
10;2020;5;27;N;56,1;67,6;58,7;47,8;42,8;42,0
11;2020;5;27;N;58,5;68,8;62,6;50,2;38,6;37,2
12;2020;5;27;N;55,9;64,2;58,3;51,4;44,3;37,1
13;2020;5;27;N;50,7;60,6;51,8;44,4;37,6;36,2
14;2020;5;27;N;57,4;66,2;61,1;54,4;47,2;40,6
16;2020;5;27;N;53,1;63,8;57,8;41,0;34,9;34,0
17;2020;5;27;N;51,0;62,4;53,9;43,4;36,7;35,2
18;2020;5;27;N;48,7;59,9;51,6;42,4;39,5;38,7
19;2020;5;27;N;58,6;64,3;55,6;43,4;33,0;30,4
20;2020;5;27;N;51,3;62,6;54,7;43,3;36,5;35,2
24;2020;5;27;N;43,9;49,6;45,4;43,4;42,1;41,1
25;2020;5;27;N;61,3;68,0;65,3;59,3;50,5;46,1
26;2020;5;27;N;51,4;63,0;53,9;45,6;38,7;36,2
27;2020;5;27;N;53,3;66,7;53,3;42,4;35,1;32,3
28;2020;5;27;N;58,3;70,4;61,3;44,9;36,3;34,4
29;2020;5;27;N;49,3;61,5;52,1;39,0;34,8;34,1
30;2020;5;27;N;49,8;61,0;52,5;43,7;39,2;38,1
31;2020;5;27;N;50,4;62,2;50,0;44,5;39,0;36,8
47;2020;5;27;N;51,3;63,6;52,9;41,6;36,1;34,3
48;2020;5;27;N;53,3;62,7;56,4;48,8;44,3;37,2
50;2020;5;27;N;58,4;66,0;61,0;54,1;47,1;43,9
54;2020;5;27;N;51,1;61,5;54,7;45,0;39,7;37,8
55;2020;5;27;N;50,7;58,6;51,1;45,2;39,5;38,1
86;2020;5;27;N;49,1;60,9;51,2;41,9;38,5;38,0
1;2020;5;28;T;65,1;73,0;68,5;61,7;49,9;40,3
2;2020;5;28;T;66,0;73,3;68,6;63,9;55,0;49,0
3;2020;5;28;T;60,8;73,5;62,8;56,5;46,5;40,2
5;2020;5;28;T;58,7;66,7;61,7;56,3;45,3;37,0
6;2020;5;28;T;65,8;73,9;69,0;62,4;49,5;40,3
8;2020;5;28;T;63,5;70,9;66,4;61,2;53,6;49,4
10;2020;5;28;T;61,9;70,8;65,1;57,1;44,6;41,3
11;2020;5;28;T;68,8;83,7;68,5;63,4;44,9;37,7
12;2020;5;28;T;61,7;69,4;63,4;59,0;50,3;44,3
13;2020;5;28;T;55,1;63,6;57,6;51,6;40,5;35,7
14;2020;5;28;T;63,0;71,7;64,9;60,9;53,1;45,2
16;2020;5;28;T;57,9;65,3;61,6;54,9;36,7;32,7
17;2020;5;28;T;57,2;68,1;60,2;52,4;37,3;34,1
18;2020;5;28;T;56,2;66,3;57,2;49,5;42,3;41,1
19;2020;5;28;T;64,7;76,7;62,6;54,2;37,9;31,1
20;2020;5;28;T;59,8;69,0;61,7;55,7;40,5;35,3
24;2020;5;28;T;46,8;56,0;48,8;44,7;42,1;41,1
25;2020;5;28;T;65,1;69,9;67,7;65,0;55,9;45,2
26;2020;5;28;T;56,3;65,3;60,1;52,5;43,1;38,6
27;2020;5;28;T;57,9;69,4;61,3;48,8;35,7;30,5
28;2020;5;28;T;64,4;73,4;68,6;59,5;38,6;35,1
29;2020;5;28;T;55,1;64,1;58,9;50,0;34,5;33,0
30;2020;5;28;T;57,3;65,7;60,4;55,5;44,4;39,2
31;2020;5;28;T;59,3;71,7;62,7;49,0;38,5;36,0
47;2020;5;28;T;55,4;66,7;56,0;50,4;37,9;34,7
48;2020;5;28;T;59,5;69,3;60,6;56,1;46,9;40,1
50;2020;5;28;T;62,9;69,8;64,7;60,4;50,6;43,5
54;2020;5;28;T;58,2;66,0;61,3;56,0;38,2;32,0
55;2020;5;28;T;53,4;62,1;55,5;49,9;43,0;38,2
86;2020;5;28;T;54,8;64,6;58,2;49,8;40,6;37,3
1;2020;5;28;D;66,7;74,7;69,4;64,0;58,9;54,9
2;2020;5;28;D;67,1;73,8;69,4;65,8;61,3;58,3
3;2020;5;28;D;60,7;68,9;63,7;58,5;54,3;49,2
5;2020;5;28;D;59,0;65,6;61,4;57,6;54,1;51,6
6;2020;5;28;D;67,2;74,6;70,0;64,5;59,9;56,2
8;2020;5;28;D;64,4;71,2;67,1;62,8;59,0;56,1
10;2020;5;28;D;63,0;71,4;66,5;59,4;54,1;50,6
11;2020;5;28;D;67,1;73,5;68,9;65,3;60,6;55,9
12;2020;5;28;D;62,8;70,8;64,0;60,3;56,8;54,0
13;2020;5;28;D;56,3;64,1;58,4;53,4;49,1;45,3
14;2020;5;28;D;64,7;74,9;65,9;62,0;59,2;57,2
16;2020;5;28;D;59,3;66,0;62,3;57,6;49,6;44,2
17;2020;5;28;D;56,4;65,4;59,3;53,9;48,9;45,4
18;2020;5;28;D;58,3;69,1;58,9;51,5;46,4;44,2
19;2020;5;28;D;67,4;80,3;66,2;56,9;51,6;48,5
20;2020;5;28;D;60,5;67,9;61,8;57,0;53,2;48,8
24;2020;5;28;D;48,1;58,0;50,3;45,6;43,4;42,2
25;2020;5;28;D;66,5;70,7;68,3;66,1;64,0;62,0
26;2020;5;28;D;58,0;66,3;61,7;54,4;50,5;47,4
27;2020;5;28;D;59,5;70,2;63,8;50,5;46,1;41,3
28;2020;5;28;D;66,1;74,2;69,8;62,9;55,2;50,0
29;2020;5;28;D;56,8;65,2;60,3;52,9;46,5;42,5
30;2020;5;28;D;58,4;66,3;61,2;56,5;52,8;48,5
31;2020;5;28;D;61,1;72,8;65,3;51,5;46,7;44,5
47;2020;5;28;D;56,6;67,4;56,7;51,5;46,6;43,6
48;2020;5;28;D;59,5;68,8;61,4;57,4;54,2;51,3
50;2020;5;28;D;63,5;69,5;65,2;61,7;58,2;55,9
54;2020;5;28;D;59,9;67,5;62,3;58,0;54,2;50,1
55;2020;5;28;D;54,6;63,4;56,7;50,8;47,6;45,3
86;2020;5;28;D;56,3;65,5;59,3;52,0;46,9;44,6
1;2020;5;28;E;65,2;71,8;67,8;61,3;56,2;53,4
2;2020;5;28;E;67,0;74,7;68,5;64,3;60,2;57,0
3;2020;5;28;E;64,9;74,7;66,1;57,4;54,4;52,6
5;2020;5;28;E;62,4;70,5;64,7;60,3;53,9;49,2
6;2020;5;28;E;67,1;75,8;69,2;63,3;58,3;54,4
8;2020;5;28;E;65,4;74,8;66,8;62,1;57,9;54,5
10;2020;5;28;E;63,9;71,1;65,4;58,6;53,7;50,3
11;2020;5;28;E;74,6;85,8;77,1;65,0;59,9;56,7
12;2020;5;28;E;63,0;70,6;64,4;60,8;57,7;54,8
13;2020;5;28;E;55,8;63,5;58,5;53,7;49,4;46,1
14;2020;5;28;E;63,0;69,8;64,8;61,7;59,0;57,1
16;2020;5;28;E;58,7;65,5;61,7;56,4;48,6;43,8
17;2020;5;28;E;62,3;71,1;66,4;58,5;52,9;45,1
18;2020;5;28;E;55,3;64,2;57,4;51,7;47,5;45,4
19;2020;5;28;E;58,3;67,9;60,9;55,0;50,3;47,0
20;2020;5;28;E;63,0;73,7;65,8;58,3;54,6;53,0
24;2020;5;28;E;46,6;52,9;48,7;45,5;43,6;41,6
25;2020;5;28;E;65,6;69,4;66,8;65,0;62,7;60,2
26;2020;5;28;E;56,5;64,9;60,1;53,1;49,9;47,6
27;2020;5;28;E;58,0;69,1;61,7;49,3;42,9;38,7
28;2020;5;28;E;64,4;72,8;68,2;60,8;51,7;46,1
29;2020;5;28;E;56,7;65,2;59,3;53,2;47,3;43,1
30;2020;5;28;E;59,4;66,0;61,4;58,1;55,7;53,9
31;2020;5;28;E;59,8;69,8;64,0;52,8;47,3;42,7
47;2020;5;28;E;56,9;68,6;58,1;53,2;47,8;44,0
48;2020;5;28;E;59,1;68,2;60,9;57,0;53,0;49,5
50;2020;5;28;E;65,3;72,7;65,2;61,6;57,7;54,6
54;2020;5;28;E;58,2;65,6;61,1;56,8;52,4;46,1
55;2020;5;28;E;54,5;62,7;56,4;52,3;49,1;47,0
86;2020;5;28;E;55,8;64,9;59,3;52,9;47,6;44,8
1;2020;5;28;N;60,1;70,3;64,3;53,8;43,7;38,8
2;2020;5;28;N;62,5;70,2;65,6;57,9;51,4;47,0
3;2020;5;28;N;55,7;65,4;57,1;51,5;43,9;39,0
5;2020;5;28;N;52,2;61,1;55,4;48,1;41,2;35,9
6;2020;5;28;N;60,6;70,3;63,1;53,5;43,6;38,1
8;2020;5;28;N;59,2;68,7;62,7;56,0;50,8;48,5
10;2020;5;28;N;56,0;67,4;58,3;47,6;42,0;41,1
11;2020;5;28;N;58,5;68,3;62,7;51,6;39,2;37,2
12;2020;5;28;N;56,3;63,7;58,7;52,8;46,3;43,4
13;2020;5;28;N;51,7;62,1;52,5;44,0;36,8;35,2
14;2020;5;28;N;57,9;65,7;61,3;55,7;49,0;42,8
16;2020;5;28;N;52,9;63,7;57,6;40,8;33,6;32,2
17;2020;5;28;N;47,5;57,5;51,8;41,5;34,8;33,4
18;2020;5;28;N;48,4;58,8;51,2;43,4;41,4;40,7
19;2020;5;28;N;51,7;63,0;55,1;43,7;33,0;30,1
20;2020;5;28;N;52,6;62,9;55,7;43,8;36,2;35,1
24;2020;5;28;N;44,0;50,3;45,8;43,4;41,5;41,0
25;2020;5;28;N;61,2;67,9;65,0;59,3;49,6;42,3
26;2020;5;28;N;52,4;63,4;55,1;46,4;40,4;37,5
27;2020;5;28;N;53,7;66,7;55,5;42,1;31,7;30,1
28;2020;5;28;N;58,1;70,6;61,2;42,3;36,2;34,5
29;2020;5;28;N;49,0;60,6;51,5;37,4;33,5;32,5
30;2020;5;28;N;51,5;62,8;53,6;46,3;40,7;38,4
31;2020;5;28;N;51,5;63,9;47,8;42,7;36,5;35,4
47;2020;5;28;N;50,5;61,1;52,2;41,7;35,6;34,2
48;2020;5;28;N;59,6;72,3;56,5;49,4;45,0;38,1
50;2020;5;28;N;58,5;66,0;61,1;54,2;46,0;42,1
54;2020;5;28;N;52,0;62,0;55,1;43,6;33,5;31,4
55;2020;5;28;N;48,7;56,9;51,1;44,9;39,2;37,9
86;2020;5;28;N;48,9;60,7;51,3;42,2;38,0;37,1
1;2020;5;29;T;63,9;70,4;67,3;61,2;49,9;40,5
2;2020;5;29;T;66,3;72,8;68,7;64,1;55,0;47,4
3;2020;5;29;T;59,3;68,2;62,6;56,3;46,3;40,7
5;2020;5;29;T;59,6;68,0;62,1;56,6;45,8;38,6
6;2020;5;29;T;65,6;74,0;68,8;62,5;50,1;39,3
8;2020;5;29;T;63,4;70,9;66,7;61,6;53,2;48,5
10;2020;5;29;T;61,4;70,6;65,2;57,2;44,8;41,3
11;2020;5;29;T;72,1;88,8;68,6;63,4;46,5;38,4
12;2020;5;29;T;61,0;68,6;63,3;58,8;47,4;37,1
13;2020;5;29;T;56,1;64,6;58,1;52,5;40,4;35,3
14;2020;5;29;T;62,6;69,1;64,6;60,9;52,6;43,9
16;2020;5;29;T;58,5;65,6;61,5;55,1;37,3;32,7
17;2020;5;29;T;59,5;69,4;63,3;53,3;39,4;34,6
18;2020;5;29;T;53,9;64,1;56,4;48,9;40,6;38,3
19;2020;5;29;T;59,0;68,5;61,3;54,3;40,1;30,6
20;2020;5;29;T;59,0;67,3;61,6;55,6;41,3;34,9
24;2020;5;29;T;46,4;53,4;48,5;44,0;42,1;41,1
25;2020;5;29;T;65,1;70,3;67,6;64,8;56,2;46,7
26;2020;5;29;T;56,6;65,0;59,9;52,4;45,8;39,6
27;2020;5;29;T;58,1;69,7;61,6;49,4;40,1;34,5
28;2020;5;29;T;64,4;73,3;68,6;59,8;39,8;36,0
29;2020;5;29;T;55,9;64,7;59,8;51,4;35,9;33,8
30;2020;5;29;T;57,6;66,0;60,6;55,8;44,5;41,3
31;2020;5;29;T;58,7;69,8;62,8;49,0;39,6;35,7
47;2020;5;29;T;54,6;66,5;55,6;50,2;38,0;34,7
48;2020;5;29;T;59,1;68,7;61,3;57,0;47,5;41,2
50;2020;5;29;T;62,6;69,5;64,8;60,5;50,6;43,5
54;2020;5;29;T;58,7;66,1;61,0;55,7;40,0;36,7
55;2020;5;29;T;54,2;62,4;56,0;50,2;45,0;41,4
86;2020;5;29;T;55,2;65,1;58,9;50,9;39,8;37,2
1;2020;5;29;D;64,9;70,9;67,8;63,6;57,8;54,5
